Material	EAN	DescricaoCompleta	SubGrupo	quantidade	custoMedio
400004564	7897595600851	DIASEC 2MG 12CP LOPERAMIDA SAN.	SANDOZ SIM	152	1.92
400001661	7899095220164	DIPRIN GTS 20ML DIPIRONA GEO.	GEOLAB SIM	152	2.55
400015593	7896714295152	HISCONGEX 12MG+15MG 12CP BRONF+FENIL NEO	NEO Q. SMART	152	8.88
400018397	7896676435658	LUNAH 1MG/ML 10ML HIALU DE SODIO CRI	CRISTALIA SIM	152	31.54
400007711	7896004776279	PREGABALINA G. GER 75 MG 30 CA (C1)	GERMED GEN	151	7.84
400002956	7898593050792	DESLAC LACTASE GOTAS 15ML MAX.	MAXINUTRI	151	16.83
400001718	7899095236639	LOSARTANA G.GEO 50MG 30CP	GEOLAB GEN	151	1.58
400018393	7896676433050	ECOFILM 0,5% 5ML CARMELOSE SODICA CRI	CRISTALIA SIM	151	12.23
400018419	9786526105245	BARBIE A CASA DOS SONHOS CIRC	CIRANDA CULTURAL	151	6.5
400001281	7891317433673	CICLOBENZAPRINA G.EUR 5MG 30CP	EUROFARMA GEN	150	5.57
400004456	7897076914088	ESOMEPRAZOL G.RAN 40MG 28CP	RANBAXY GEN	150	28.67
400002174	7899620911307	HOXIDRIN SOL 100ML HIDROXIZINA GLO.	GLOBO SIM	150	4.25
400017718	7898719040966	OLEO ROSA MOSQUETA 100% 30ML AVO	AVVIO	150	6.24
400005023	7891137006385	VALDA FRESH SPRAY 35ML CAN.	VALDA	149	8.35
400000036	7894164005734	MAGMILK SUS 100ML HORTELA MAGNESIO AIR.	AIRELA	149	3.41
400000846	7896004705583	CLORTALIDONA G.EMS 50MG 30CP	EMS GEN	149	15.63
400000801	7896004712581	CEFALEXINA G.EMS 1G 8CP(*)	EMS GEN	149	41.68
400003101	7896422515580	CITALOPRAM G.MDY 20MG 30CP(C1)	MEDLEY GEN	149	4.05
400004489	7897076917782	ROSUVASTATINA G.RAN 20MG 30CP	RANBAXY GEN	149	9.34
400004445	7897076921901	DIVALPROATO G.RAN 500MG 30CP(C1)	RANBAXY GEN	149	25.02
400004503	7897595602626	ACICLOVIR G.SAN 200MG 25CP	SANDOZ GEN	149	9.88
400004378	7898014560176	SORINAN AD 30ML SORO NASAL PHA.	PHARMASCIENCE	149	1.99
400015843	7894164010912	SIMETICONA     75MG/ML 30ML GTS G. AIR	AIRELA	149	4.35
400016698	7898277714880	COMPLEXO B 20CP CONCENTRADO ART	ARTE NATIVA	149	4.26
400016935	7898100245390	PHITOSS  PAST MAST LIMAO/MENTOL BRA	BRASTERAPICA SIM	149	4.58
400003155	7891058002664	HIDROCLOROTIAZIDA G.SNF 50MG 20CP	MEDLEY GEN	148	0.57
400001238	7891317001070	ACETILCISTEINA G.EUR 600MG/5GGRAN 16ENV	EUROFARMA GEN	148	18.32
400002840	7894916140393	PANTOPRAZOL G.LEG 40MG 28CP	LEGRAND GEN	148	5.29
400000893	7896004715841	DIPIRONA G.EMS GTS 500MG/ML 10ML	EMS GEN	148	1.72
400003749	7896714274041	DONEPEZILA G.NEO 10MG 30CP(C1)	NEO Q. GEN	148	28.28
400004350	7898216369669	BETAMETASONA.VAL 1MG/G 30G POM G.PHARLAB	PHARLAB GEN	148	7.86
400000107	7898569765071	VITAMINA D 7.000UI 30CA ALT.	ALTHAIA SIM	148	18.54
400000081	7898569765347	PREDNISOLONA G.ALT 5MG 10CP	ALTHAIA GEN	148	2.87
400009939	7896714292649	VITAMINA D3 7000UI 4CA COLECALCIF. NEO.	NEO Q. SMART	148	1.98
400010306	7898509766717	PROT SOL GOLD FPS60 1/3 UVA 125ML NTX.	NUTRIEX	148	12.89
400016531	7898927564896	CARBIDOPA+LEVODOPA 25+250MG 30CP G. ZYD	ZYDUS GEN	148	19.07
400001218	7896004728612	VENLAFAXINA G.EMS 150MG 30CA(C1)	EMS GEN	147	32.39
400001489	7896902214828	HIDRATANTE VASELINA LIQ VASEMAX 100ML	FARMAX	147	2.97
400004431	7897076918840	AXETIL CEFUROXIMA G.RAN 500MG 10CP(*)	RANBAXY GEN	147	31.39
400010626	7898049796724	BIOVARIXON 900+100MG 30 CP HESP+DIOS VIT	VITAMEDIC SIM	147	27.56
400015753	7897848500860	PROFIG BOLDO 60FLAC 10ML CX C/12 NVT	NATIVITA SIM	147	15.7
400017854	7896472520299	DESLORATADINA 5MG 10CP REV G. NQM	NOVA Q. GEN	147	6.18
400018437	9786526105399	DINOSSAUROS CIRC	CIRANDA CULTURAL	147	6.5
400006237	7896004754031	DULOXETINA G.GER GEL LIB RET30MG30CA(C1)	GERMED GEN	146	26
400001775	7899095234192	TANSULOSINA G.GEO 0,4MG 20 CA	GEOLAB GEN	146	20.66
400011217	7899620915336	PROCTGLOBO POM 20G   A.HID+LIDO.+ASS GLO	GLOBO SIM	146	6.87
400016704	7898277714842	PEPTINON  30CP ART	ARTE NATIVA	146	4.6
400001297	7891317000509	DESVENLAFAXINA G.EUR 50MG 30CP(C1)	EUROFARMA GEN	145	21.73
400008845	7891721202377	SOTALOL G. MER 160MG 30CP	MERCK GEN	145	15.25
400000734	7896004718996	AMOXICILINA G.EMS 500MG 30CP(*)	EMS GEN	145	12.28
400008007	7896004816678	CURATIVO SALVELOX TRAD 10 UN CRM.	CREMER	145	1.62
400003883	7896714237497	ORLISTATE G.NEO 120MG 42 CA	NEO Q. GEN	145	51.84
400005090	7898049792672	SULFA+TRIMETOPRIMA G.VIT 400/80MG20CP(*)	VITAMEDIC GEN	145	3.91
400006718	7898049797745	RISPERIDONA G. VIT 2 MG 30 CA (C1)	VITAMEDIC GEN	145	4.82
400005066	7898049798223	GLICOMET 850MG 30CP METFORMINA VIT.	VITAMEDIC SIM	145	4.8
400000150	7898277713333	COMPLEXO B SOL ORAL 100ML ART.	ARTE NATIVA	145	2.59
400000066	7898569760298	LAMOTRIGINA G.ALT 100MG 30CP(C1)	ALTHAIA GEN	145	9.44
400016318	7898216367412	BISOPROLOL 10MG 30CP G. PLB	PHARLAB GEN	145	13
400017211	7891317030957	DULOXETINA 60 MG 30CAP  LIB G. (C1) EUR	EUROFARMA GEN	145	35.03
400001277	7891317001483	CETOPROFENO G.EUR GTS 20ML	EUROFARMA GEN	144	3.11
400001824	7896004719610	AMOXICILINA+CLAV G.GER 875MG 14CP(*)	GERMED GEN	144	35.88
400002545	7896181913511	SIBUTRAMINA G.BIO 15MG 30CA(B2)	BIOSINTETICA/LABOFARMA GEN	144	9.93
400003414	7896544901308	CURATIVO FLEX BEGE 40 UN MIS.	MISSNER	144	3.4
400004690	7898588112078	SECADOR STYLE PRO 2000W 220V TAIFF.	TAIFF	144	154.26
400007540	7899470801384	EXPECTOFLUI 120ML CEREJA GUAIFENES. NAT.	NATULAB	144	4.72
400009770	7898949253778	AP PRESSAO ART BRACO HEM-7144T2 OMR.	OMRON	144	140.34
400010443	7891317024680	POS SOL OAZ AEROSSOL 200ML EUR.	EUROFARMA SIM	144	11.22
400010428	7897595624604	CLAXAM 500+125MG  14 CA AMOXICILINA SAN	SANDOZ SIM	144	12.4
400011157	7899470808277	NASOJET 30SC 2,16G+APLIC  CLOR.SODIO NAT	NATULAB	144	17.1
400015566	7898719040379	BEPANDEX PROTETOR LABIAL 7,5ML AVO.	AVVIO	144	9.58
400015827	7891317034184	TRAMADOL+PAR 37,5+325MG 30CP G (A2) EUR	EUROFARMA GEN	144	15.09
400016342	7896004820798	DESLORATADINA 5MG 10CP REV G. GER	GERMED GEN	144	5.14
400016869	7898719041963	PRAPE TALCO ANTISSEPTICO PERF 80G AVO	AVVIO	144	3.2
400017343	7898758870531	POWER MILL HOMEM 60CAP PVT	PREVENT PHARMA	144	4.28
400017345	7898758870272	FEMME WAY MULHER A-Z 60CAP PVT	PREVENT PHARMA	144	3.99
400004003	7895296261043	CARDBET 6,25MG 30CP CARVEDILOL MUL	MULTILAB SIM	143	2.88
400000850	7896004772325	COMPLEXO B 20 DG COMPLEXO B EMS.	EMS SIM	143	9.85
400003417	7896544901285	CURATIVO FLEX TRANS 40 UN MIS.	MISSNER	143	4.25
400003684	7896714274058	AMITRIPTILINA G.NEO 25MG 30CP(C1)	NEO Q. GEN	143	2.38
400005701	7899095267596	MIRACALCIO VIT D 600MG+400 UI 60CP GEO.	GEOLAB SIM	143	12.84
400017582	7898665433256	SIMFORT PLUS 60CAP VITAF	VITAFOR	143	71.22
400017764	7898216368099	PITAVASTATINA CALCICA 2MG 30CP REV G.PLB	PHARLAB GEN	143	29.96
400018195	7896004790664	DERMACYD NEUTRALIZE 200ML LEG	LEGRAND OTC	143	12.83
400006107	7894164005192	NASONEW SOL 30ML CLOR SOD+BENZALC. AIR.	AIRELA	142	2.38
400008422	7894164009169	VICTOSS INF XPE 120ML VIT C+D+ZINCO AIR.	AIRELA	142	3.92
400001190	7896004701035	TERBINAFINA G.EMS CR 20 G	EMS GEN	142	13.28
400003723	7898095341305	CICLOBENZAPRINA G.BRAINFARMA 10MG 30CP	NEO Q. GEN	142	6.2
400001583	7899095202245	AMBROXOL G.GEO 3MG/ML XPE INF 120ML	GEOLAB GEN	142	5.36
400011159	7899470808246	DIPIRONA MON. G. NAT 500MG/ML 10 ML	NATULAB	142	1.54
400017118	7898687733648	OMEGA 3 KIDS 30CAP MAST EQV	EQUALIV	142	38.63
400000860	7896004769684	DESLORATADINA G.EMS XPE 100ML	EMS GEN	141	10.33
400000322	7896112401315	ISOSSORBIDA G.BLB 20MG 30CP	BIOLAB GEN	141	5.99
400003726	7896714221380	CIPROFLOXACINO G.NEO 500MG 14CP(*)	NEO Q. GEN	141	4.37
400008490	7896714292427	ONDAVON 8 MG 10 CP ONDANSETRONA NEO.	NEO Q. SMART	141	5.44
400001453	7896902209176	ACETONA SOL 200ML FAX.	FARMAX	141	3.54
400000230	7897917002677	DRENOGRIP 20X6CP DIP+CAF+CLORFEN BEL.	BELFAR SIMILAR	141	12.13
400000182	7898277713319	SULFATO FERROSO SOL 100ML ART.	ARTE NATIVA	141	2.51
400001777	7899095246966	TANSULOSINA G.GEO 0,4MG 60 CA	GEOLAB GEN	141	45.34
400002209	7899620912144	PREDNISONA G.GLO 20MG 20CP	GLOBO GEN	141	4.64
400010945	7898569765101	VITAMINA D 10.000UI 4CA COLECALCIFER.ALT	ALTHAIA SIM	141	7.82
400006671	73796803285	NEBULIZ. ULTRA COMPACT NE-C803-BR OMR.	OMRON	140	77.64
400001273	7891317002954	CELECOXIBE G.EUR 200MG 30CA(C1)	EUROFARMA GEN	140	13.86
400000941	7896004742076	ESOMEPRAZOL G.EMS 40MG 28CP	EMS GEN	140	38.23
400003837	7896714274133	MIRTAZAPINA G.NEO 15MG 30CP(C1)	NEO Q. GEN	140	33.01
400005274	7897076911131	AXETIL CEFUROXIMA G.RAN 250MG/ML 50ML(*)	RANBAXY GEN	140	57.91
400000067	7898569760267	LAMOTRIGINA G.ALT 50MG 30CP(C1)	ALTHAIA GEN	140	7.55
400000060	7898569762674	EZETIMIBA G.ALT 10MG 30CP	ALTHAIA GEN	140	15.64
400015864	7908458324484	GELATINA ATIV KIDS MELANCIA  550G SLN	SALON LINE	140	14.59
400016661	7898719041093	SEBO DE CARNEIRO  220G TRADICIONAL AVO	AVVIO	140	4.2
400017920	631430127298	POMADA MASSAG FORT-ALIV CBA SYS 150G FTL	FORTLIFE	140	17.48
400017944	7898582292677	DERSOL OLEO DE GIRAS REG 100ML SPR BELLA	BELLAPHYTUS	140	5.57
400018588	7898767760007	TDALA NUTRI 500MG 60CAP QNT	QUALYNUTRI	140	22.52
400006270	7896004817477	A SAUDE DA MULHER SOL FR 150ML EMS.	EMS SIM	139	10.23
400002551	7896181918998	TERBINAFINA G.BIO 250MG 14CP	BIOSINTETICA/LABOFARMA GEN	139	13.66
400003272	7896422519922	VENLAFAXINA G.MDY 37,5MG 30CA(C1)	MEDLEY GEN	139	3.78
400005158	7896544900288	FITA MICRO BEGE 1,2CMX4,5M MIS.	MISSNER	139	1.67
400003851	7896714240206	NEO LORATADIN 10MG 12CP LORATADINA NEO.	NEO Q. SMART	139	1.82
400003718	7896714275321	VIT NEO QUIMICA IMUNE FR 30 CPRV	NEO Q. SMART	139	7.59
400001801	7899095202030	ZOLMICOL CR 30G CETOCONAZOL GEO.	GEOLAB SIM	139	3.96
400015751	7897848500648	MICONAZOL 20MG/G 30G CR G. NVT	NATIVITA SIM	139	3.25
400018707	7908458332663	CREME PENTEAR XEROSA VIBES POP 800G SLN	SALON LINE	139	19.51
400006059	7891800000641	ATADURA CREP CYSNE 06CMX1,80M CRM.	CREMER	138	0.96
400007022	7895296448154	PREGABALINA 75MG 30CAP (C1) G. NQM	NOVA Q. GEN	138	6.93
400000872	7896004703565	DEXAMETASONA G.EMS ELIXIR 120ML	EMS GEN	138	4.26
400002087	7896004711768	TRAMADOL G.GER 50MG 10CP(A2)	GERMED GEN	138	4.55
400004755	7896112101628	CETOCONAZOL G.TEU SHAMP 100ML	TEUTO GEN	138	8.7
400000133	7898277712497	APETIFERR BC UVA XPE 240ML ART.	ARTE NATIVA	138	3.77
400002985	7898593052406	NUTRICAPS MULHER POLIVIT 60 CAPS.MAX.	MAXINUTRI	138	12.93
400009552	7898146827758	OLANZAPINA G. BLB. 2,5MG 30CP (C1)	BIOLAB GEN	138	9.85
400001382	7891317004316	PREDNISOLONA G.EUR 5MG 20CP	EUROFARMA GEN	137	3.87
400000560	7893454100685	TANDENE 30CP PARACETAMOL+ASSOC BUN.	CELLERA SIM	137	5.31
400000382	7896181921363	BETAISTINA G.BIO 24MG 30CP	BIOSINTETICA/LABOFARMA GEN	137	5.72
400001736	7899095237896	OLANZAPINA G.GEO 5MG 30CP(C1)	GEOLAB GEN	137	11.43
400015664	7899095233300	TROMETAMOL CETOROLACO G. GEO 5MG/ML 5ML	GEOLAB GEN	137	6.95
400017044	7898582291748	REPELENTE SPRAY 100ML BELLA	BELLAPHYTUS	137	5.62
400017722	7898719041932	PERIOSSEPT CLOREXIDINA 0,06% 500ML AVO	AVVIO	137	17.71
400018396	7896676432916	FLUTINOL 0,1% 5ML SUS OFT CRI	CRISTALIA SIM	137	21.81
400006140	7894164007004	FLUIVE C 40+25MG/ML120ML ACET+VITC AIR.	AIRELA	136	5.75
400006169	7895296370011	FUCSIA MINUS 3MG 24CP DROSP+ETINIL MUL	MULTILAB SIM	136	10.01
400000891	7896004711850	DIP.BETAMETASONA G.EMS 0,5MG/G CR 30G	EMS GEN	136	14.99
400007461	7896004780481	EXPEC HEDRA 7MG/ML SOL ORAL 100 ML LEG.	LEGRAND SUPERMARCAS	136	7.2
400004886	7896112105497	NEBIVOLOL HCL G.TEU 5MG 60CP	TEUTO GEN	136	17.84
400003948	7896714241319	VALSARTANA G.NEO 160MG 30CP	NEO Q. GEN	136	24.2
400004336	7898216366712	NEBIVOLOL G.PLB 5MG 60CP	PHARLAB GEN	136	27.8
400017800	7896181926603	AZITROMICINA 500MG 5CP REV G. (*) BIO	BIOSINTETICA/LABOFARMA GEN	136	5.78
400018246	7897917004657	MICOSBEL 50MG/G 75G SAB TIABENDAZOL BEL	BELFAR SIMILAR	136	12.25
400001249	7891317001568	AMOXICILINA G.EUR 250MG SUS 150ML(*) EUR	EUROFARMA GEN	135	9.2
400006852	7891317010171	BUPROPIONA G.EUR 300MG 30CP LIB PROL(C1)	EUROFARMA GEN	135	68.02
400002790	7894916145688	IBUPROFENO G.LEG 100MG 20ML	LEGRAND GEN	135	3.45
400015853	7908458324453	CR PENTEAR DEFINICAO ULTRA VOL 1KG SLN	SALON LINE	135	19.51
400016045	7896714295176	HISCONGEX 2+5MG/5ML 120ML XPE  NEO	NEO Q. SMART	135	9.02
400018539	7898780730070	NIACINAMIDA DEXP+ASSOC 1000MG 60CAP FTL	FORTLIFE	135	11.14
400003343	7891721027017	BISOPROLOL G.MER 10MG 30CP	MERCK GEN	134	29.8
400000949	7896004747057	EZETIMIBA+SINVASTATINA G.EMS 10/20MG30CP	EMS GEN	134	23.14
400003596	7897848502321	NATIGLOS POM 45G RETINOL+ASSOC NVT.	NATIVITA SIM	134	3.09
400000507	7898100242870	TYFLEN 750MG 20X10CP PARACETAMOL BRA.	BRASTERAPICA SIM	134	25.72
400001787	7899095230026	TRIANCINOLONA G.GEO POM ORABASE 10 G	GEOLAB GEN	134	3.81
400016760	7898758870135	PHARMA SENIOR 50+MULH A-Z 90CAP L3P2 PVT	PREVENT PHARMA	134	6.33
400001096	7896004756424	PARACETAMOL+COD G.EMS 500/30MG 24CP(A2)	EMS GEN	133	12.37
400000428	7896181906322	LORATADINA G.BIO 10MG 12CP	BIOSINTETICA/LABOFARMA GEN	133	3.08
400001479	7896902286245	BICARBONATO DE SODIO 50G FAX.	FARMAX	133	2.29
400006698	7897076922533	AMOX.+CLAV.P.GEN. RAN 500/125MG 18CAP	RANBAXY GEN	133	72.05
400004289	7898216361045	DOXICLIN 100MG 15CP DOXICICLINA PLB.(*)	PHARLAB SIM	133	6.46
400006636	7898593052956	ACALENTUS MASTIGAVEL 30CP MAX.	MAXINUTRI	133	10.73
400001280	7891317446819	CICLOBENZAPRINA G.EUR 5MG 15CP	EUROFARMA GEN	132	4.05
400000539	7893454101613	CETOCONAZOL+BETA+NEOM G.DEL CR 30 G(*)	CELLERA GEN	132	4.89
400000015	7894164007912	COMPLEXO B100CP VIT B(1+2+3+5+6+12) AIR.	AIRELA	132	6.99
400002889	7894916141550	TRAMADOL G.LEG 50MG 10CA(A2)	LEGRAND GEN	132	4.05
400004017	7895296033138	CICLOBENZAPRINA G.NQM 5MG 30CP	NOVA Q. GEN	132	5.77
400000929	7896004700540	ENALAPRIL G.EMS 20MG 30CP	EMS GEN	132	2.87
400000726	7896004703411	AMOXICILINA+CLAV G.EMS 500MG 18CP(*)	EMS GEN	132	35.38
400002027	7896004719214	PARACETAMOL G.GER 750MG 20CP	GERMED GEN	132	4.99
400000523	7896023793332	MELAGRIAO SPRAY LIMAO30ML PROP+GENG CAT.	CATARINENSE	132	7.37
400007356	7896714273815	AXETILCEFUROXIMA G. NEO 500 MG 10 CP (*)	NEO Q. GEN	132	28.93
400001532	7896902211896	REPELENTE LOC MOSKITOFF 100ML FAX.	FARMAX	132	6.37
400005409	7898133139260	HIDRALYTE TUTTI FRUTTI 500ML NAT.	NATULAB	132	4.31
400005450	7898277714316	PROPOSEP XPE 150ML MENTA ART.	ARTE NATIVA	132	5.44
400008079	7899470808048	MAGMAX HORTELA 300ML HIDR MAGNESIO NAT.	NATULAB	132	7.84
400016765	7899095202375	RISPERIDONA 1MG 30CP REV G. (C1) GEO	GEOLAB GEN	132	3.22
400018137	7896004790619	DERMACYD DELICATA 200ML LEG	LEGRAND OTC	132	11.66
400001422	7891317009106	VAL.BETA+GENT+TOLN+CLIOQ G.EUR CR 20G(*)	EUROFARMA GEN	131	8.07
400000804	7896004715803	CEFALEXINA G.EMS 500MG 8CP(*)	EMS GEN	131	13.49
400002799	7896004768465	LACTULIV AMEIXA 120ML LACTULOSE LEG.	LEGRAND SIM	131	8.13
400003812	7896714213040	LORATADINA G.NEO 10MG 12CP	NEO Q. GEN	131	9.73
400004461	7897076922397	GLICLAZIDA G.RAN 30MG 60CP	RANBAXY GEN	131	11.38
400005062	7898049790944	FLUNARIZINA G.VIT 10MG 50CP	VITAMEDIC GEN	131	5.27
400008178	7898569767556	DESVENLAFAXINA G. ALT 50 MG 30 CP (C1)	ALTHAIA GEN	131	18.83
400007404	7898639693334	ESPACADOR CLEAR AD E INF PVC GTE.	GTECH	131	15.36
400009516	7896112123064	DIGOXINA G. TEU. 0,25MG 20CP	TEUTO GEN	131	1.87
400010944	7898569765125	VITAMINA D 10.000UI 8CA COLECALCIFER.ALT	ALTHAIA SIM	131	12.77
400015622	7899095263338	DORAGEO 1 G 10 CP DIPIRONA MON. GEO	GEOLAB SIM	131	4.09
400017398	74468801929	JUBA DE LEAO 230MG 60CAP FTE	FORTLIFE	131	56.82
400017400	74468801943	JUBA DE LEAO 470MG 30CAP FTL	FORTLIFE	131	61.72
400002677	7894916146425	CARVEDILOL G.LEG 12,5MG 30CP	LEGRAND GEN	130	4.06
400001167	7896004701943	SINVASTATINA G.EMS 10MG 30CP	EMS GEN	130	3.95
400001682	7899095249325	FLUCONAZOL G.GEO 150MG 02 CA	GEOLAB GEN	130	1.41
400008950	7891317026066	VITAMINA D 7.000 UI 4 CA EUR,	EUROFARMA SIM	130	4.02
400015918	7898049797493	BIOVARIXON 450+50MG 60CP RESP+DIOSM VIT	VITAMEDIC SIM	130	30.43
400018595	7896714292205	ESOMEPRAZOL 40MG 14CAP DURA  G. NEO	NEO Q. GEN	130	14.46
400018872	9788538094180	PATRULHA CANINA ADESIVOS E ATIVID CIRC	CIRANDA CULTURAL	130	6.5
400018873	9788538099208	UNICORNIO ADESIVOS E ATIVIDADES CIRC	CIRANDA CULTURAL	130	6.5
400018884	9786555002959	LIVRO MANDALAS PARA SONHAR CIRC	CIRANDA CULTURAL	130	4.5
400006006	4015630085750	ACCU-CHEK GUIDE ME KIT 10 MG/DL SC ROC.	ROCHE	129	55.19
400006351	7896112103752	LUT VISION 60CA 42G LUTEI.+ZEAXANT. TEU.	TEUTO SIM	129	17.81
400003064	7896422514866	AZITROMICINA G.MDY 500MG 03CP(*)	MEDLEY GEN	129	14.52
400004403	7898079002963	PRESERV ULTRA SENSIVEL L8 P6 PRU.	PRUDENCE	129	7.75
400000324	7898146820865	LAMOTRIGINA G.BLB 100MG 30CP(C1)	BIOLAB GEN	129	48.42
400016047	7896714294308	BISOPROLOL    2,5MG   30CP REV G. NEO	NEO Q. GEN	129	14.55
400017198	7898216365470	IBUPROFENO 600MG 10CAP GEL G. PLB	PHARLAB GEN	129	5.94
400018553	7896714294537	GLICLAZIDA 30MG 60CP REV LIB PROL G. NEO	NEO Q. GEN	129	10.16
400005850	4015630058518	ACCU-CHEK FASTCLIX 24 LANCETAS ROC.	ROCHE	128	11.59
400002776	7894916145336	GLICLAZIDA G.LEG 30MG 60CP LIB PROL	LEGRAND GEN	128	8.65
400004065	7895296113182	ESCITALOPRAM G.NQM 20MG 30CP(C1)	NOVA Q. GEN	128	7.81
400003694	7896714215129	ATENOLOL G.NEO 50MG 30CP	NEO Q. GEN	128	2.46
400004324	7898216360864	LIDOCAINA G.PLB GELEIA 20MG 30 G	PHARLAB GEN	128	6.05
400005530	7898593052758	LISIMUNE LISINA VIT C+ZINCO 60CAP MAX.	MAXINUTRI	128	15.04
400005536	7898593052864	CONDRIGEN ULTRA MDK COLAG 30CA MAX.	MAXINUTRI	128	22.61
400007111	7898593052895	FLUCETIL 600MG 16CAP ACETILCISTEINA MAX.	MAXINUTRI	128	9.38
400010822	7891317024451	PROT SOL OAZ BOB ESPONJA 30FPS 125ML EUR	EUROFARMA SIM	128	18.17
400015876	7898014561142	MICONIL 20MG/ML 30ML LOÇÃO MICONAZOL PHA	PHARMASCIENCE	128	4.56
400016696	7898700412642	BERITIN KIDS 240ML XPE VIT	VITAMEDIC SIM	128	6.26
400016656	7898719041413	REP INSETOS FAMILIA  100ML SPR ICAR AVO	AVVIO	128	16.28
400017570	7898943044938	MEGA DHA 120CAP VITAF	VITAFOR	128	77.07
400018710	7908458332649	BODY SPLASH XEROSA VIBES POP 200ML SLN	SALON LINE	128	14.72
400018718	7908458332458	BODY SPLASH XEROSA ROSE 200ML SLN	SALON LINE	128	14.72
400004059	7895296354028	DULOXETINA G.NQM 30MG 30CA(C1)	NOVA Q. GEN	127	22.92
400006240	7896004756721	INALAJET 32 MCG 32 DOSES JATO SPR LEG.	LEGRAND SIM	127	12.68
400006394	7896181918363	AMOXICILINA G.BIO 250MG SUS+SER 150ML(*)	BIOSINTETICA/LABOFARMA GEN	127	13.84
400003510	7896472519293	FENIRAX XPE 120ML DEXCLORFENIRAMINA MUL.	MULTILAB INVERNO	127	3.94
400004501	7898653620026	ACCU-CHEK GUIDE ECONOMY PACK 3X50 ROC.	ROCHE	127	126.16
400007925	7898910350710	ZOLPIDEM G. ZYDUS 10MG 30CP (B1)	ZYDUS GEN	127	4.54
400002107	7899620915091	APETISINA BC MORANGO240ML FERRO+VIT GLO.	GLOBO SIM	127	3.53
400010725	7896112407911	EZETIMIBA G. BLB 10MG 60 CP	BIOLAB GEN	127	81.02
400017147	7896472521913	TAVAFLOX 750 MG 5CP REV (*) MUL	MULTILAB SIM	127	10.52
400017332	7898216368136	AZITROPHAR 1500MG 37,5ML PO SUS AZIT PLB	PHARLAB GEN	127	14.09
400018451	9786526105238	MARIA CLARA E JP BRINCADEIRAS CIRC	CIRANDA CULTURAL	127	6.5
400018580	7898767760083	CAFEINA DARK 400MG 120CAP QNT	QUALYNUTRI	127	21.88
400018717	7908458332441	BODY SPLASH XEROSA FLORES 200ML SLN	SALON LINE	127	14.72
400000863	7896004768687	DESOGESTREL G.EMS 75 MCG 84CP	EMS GEN	126	12.03
400003204	7896422511902	OXCARBAZEPINA G.MDY 300MG 30CP(C1)	MEDLEY GEN	126	4.36
400003271	7896422513968	VENLAFAXINA G.MDY 150MG 30CA(C1)	MEDLEY GEN	126	25.16
400004627	7897595621047	SECNIHEXAL 1000MG 4CP SECNIDAZOL SAN.	SANDOZ SIM	126	4.6
400004256	7898216360581	ARTRITEC 7,5MG 10CP MELOXICAM PLB.	PHARLAB SIM	126	2.22
400002988	7898593050921	NUTRIDE VIT D 2.000 UI 60 CAPS MAX.	MAXINUTRI	126	11.74
400009545	7896112406747	DIOEH 900MG/100MG 30CP HESP+DIO BLB.	BIOLAB SIM	126	31.31
400010950	7898687735802	COENZIMA Q10 15ML GTS EQ ALT.	ALTHAIA SIM	126	69.78
400017584	7898665435380	VITAMINA B12 20ML VITAF	VITAFOR	126	17.27
400017661	7898593051911	ASCORVIT ARG 30CP REV VIT C+ARGININA MAX	MAXINUTRI	126	14.33
400018545	7896676435184	PLENIGELL 5MG/ML 5ML SOL OFT CRI	CRISTALIA SIM	126	16.93
400018584	7898767761684	REHIDRAX 28G 4SACHES AGUA DE COCO QNT	QUALYNUTRI	126	5.01
400018712	7908458332526	CREME PENTEAR XEROSA GLAMOUR 800G SLN	SALON LINE	126	19.51
400001347	7891317010270	METILFENIDATO G.EUR 10MG 60CP(A3)	EUROFARMA GEN	125	23.2
400001286	7891317496753	CLOPIDOGREL G.EUR 75MG 30CP	EUROFARMA GEN	125	12.19
400001199	7896004713021	TOPIRAMATO G.EMS 25MG 60CP(C1)	EMS GEN	125	10.28
400004864	7896112141662	LOZAN SHAMP 100ML CETOCONAZOL TEU.	TEUTO SIM	125	7.84
400005170	7896622304847	DRAMAVIT B6 GTS 25MG/ML 20ML DIMEN. NEO.	NEO Q. SMART	125	3.73
400005202	7896714269887	VIT NEO QUIMICA CTBS SENIOR FR 60 CPRV	NEO Q. SMART	125	8.21
400005985	7898588111545	SEC.STYLE AZUL TIFFANY 2000W 127V TAIFF.	TAIFF	125	140.42
400015897	7898216367276	AGIL C KIDS ACIDO ASC 30MG ENV C/25 PLB	PHARLAB SIM	125	4.31
400015914	7898687734928	VILDAGLIPTINA+MET 50+850MG 60CP G. ALT	ALTHAIA GEN	125	54.22
400001290	7891317005252	DESLORATADINA G.EUR 5MG 30CP	EUROFARMA GEN	124	16.18
400002883	7894916149815	TADALAFILA G.LEG 20MG 8CP	LEGRAND GEN	124	7.31
400001219	7896004759715	VENLAFAXINA G.EMS 37,5MG 30CA(C1)	EMS GEN	124	15.06
400001897	7896004769660	DESLORATADINA G.GER XPE 60ML	GERMED GEN	124	7.99
400004946	7896112103844	TEUPANTOL DERMA SOL50ML DEXPANTENOL TEU.	TEUTO SIM	124	2.93
400004906	7896112127727	POLARYN XPE 100ML DEXCLORFENIRAMINA TEU.	TEUTO SIM	124	2.26
